Tracker,Issue_ID,Status,Priority,Category,Component,File,Description,Resolution,Date_Updated,Date_Resolved,Reporter,Assignee,Tags,Test_Coverage,Estimated_Hours
Main Issue Tracker,MAIN-001,RESOLVED,High,Feature Gap,3D File System View,src/features/3d/FileSystem3DView.vue,3D file system view lacks proper selection and open handling,Implemented proper selection and open handling with file details,directory expansion,and system file operations,2026-05-07,2026-05-07,System,Cascade,3D,UI,File-System,4
Frontend Error Tracker,FE-003,RESOLVED,Medium,Configuration,Frontend,Multiple,Hardcoded magic numbers,Hardcoded magic numbers replaced with config,2026-05-04,2026-05-04,System,Cascade,Configuration,Magic-Numbers,Config,2
Frontend Error Tracker,FE-004,RESOLVED,Low,Code Quality,Frontend,features/3d/FileSystem3DView.vue,Debug console.log statements,Debug console.log statements removed,2026-05-04,2026-05-04,System,Cascade,Code-Quality,Debug,Console,1
Frontend Error Tracker,FE-005,RESOLVED,Low,Performance,Frontend,Multiple,Lazy loaded components without error boundaries,Error boundaries added to lazy loaded components,2026-05-04,2026-05-04,System,Cascade,Performance,Lazy-Load,Error-Boundary,2
AI Integration Archive,AI-001,RESOLVED,Critical,Performance,AI Services,multiple,Multiple Ollama availability checks,Implemented singleton pattern with immediate flag setting,2026-05-03,2026-05-03,System,Cascade,Performance,Singleton,Ollama,4
AI Integration Archive,AI-002,RESOLVED,Critical,Security,AI Services,multiple,No rate limiting protection,Added express-rate-limit middleware (30 requests/minute),2026-05-03,2026-05-03,System,Cascade,Security,Rate-Limit,API,3
AI Integration Archive,AI-003,RESOLVED,Critical,Reliability,AI Services,multiple,Ollama connection timeouts not cleaned up,Added req.destroy() and increased timeout to 5 seconds,2026-05-03,2026-05-03,System,Cascade,Reliability,Timeout,Connection,3
AI Integration Archive,AI-004,RESOLVED,High,Error Handling,AI Services,multiple,Basic error handling,Enhanced error handling with user-friendly messages,2026-05-03,2026-05-03,System,Cascade,Error-Handling,User-Friendly,AI,2
Historical Archive,HIST-001,RESOLVED,Critical,Security,Backend,server/db/analysis.js,SQL injection risk in ORDER BY clause,Added strict validation for sort direction with whitelist check,2026-05-04,2026-05-04,System,Cascade,Security,SQL-Injection,Database,3
Historical Archive,HIST-002,RESOLVED,High,Database,Backend,server/db/analysis.js,Database schema inconsistencies,Standardized schema across all tables,2026-05-03,2026-05-03,System,Cascade,Database,Schema,Standardization,6
Historical Archive,HIST-003,RESOLVED,High,API,Backend,server/routes/,Missing error handling in API routes,Added comprehensive error handling middleware,2026-05-03,2026-05-03,System,Cascade,API,Error-Handling,Middleware,4
Historical Archive,HIST-004,RESOLVED,Medium,Performance,Backend,server/services/,Memory leaks in long-running processes,Implemented proper cleanup and resource management,2026-05-02,2026-05-02,System,Cascade,Performance,Memory,Leak,5
TYPE-001,OPEN,Medium,Code Quality & Standards,TypeScript Issues,src/store/analysis.ts,Usage of any types in store data and parameters,Replace any types with proper TypeScript interfaces,2026-05-07,,System,Cascade,ts-any-types,type-safety,TypeScript,3
CONFIG-001,OPEN,Low,Code Quality & Standards,Code Style & Standards,src/store/analysis.ts,Hard-coded file path in localStorage path default,Replace with environment variable or config,2026-05-07,,System,Cascade,magic-numbers,hard-coded-paths,config,1
MEMORY-001,OPEN,Medium,Performance & Optimization,Memory Management,src/components/3d/FileSystem3D.vue,Three.js objects not properly disposed in component cleanup,Implement proper Three.js cleanup in onUnmounted,2026-05-07,,System,Cascade,memory-leaks,resource-cleanup,ThreeJS,4
ERROR-001,OPEN,Medium,Error Handling & Reliability,Error Management,src/components/,Missing error boundaries in multiple Vue components,Add error boundaries to critical components,2026-05-07,,System,Cascade,missing-error-boundaries,error-handling,Vue,6
PERF-001,OPEN,Low,Performance & Optimization,Runtime Performance,src/components/3d/FileSystem3DEnhanced.vue,Large Vue component (>1000 lines) needs optimization,Split component into smaller,focused components,2026-05-07,,System,Cascade,large-components,performance,Vue,5
ARCH-001,OPEN,Medium,Architecture & Design,Component Architecture,src/services/,Circular dependency risks in service imports,Audit and restructure service dependencies,2026-05-07,,System,Cascade,circular-dependencies,architecture,refactor,4
REFACTOR-001,OPEN,Low,Code Quality & Standards,Code Style & Standards,src/components/ai/,Multiple similar AI components with duplicated logic,Extract common AI functionality into shared composables,2026-05-07,,System,Cascade,code-duplication,refactor,AI,3
TEST-001,OPEN,Medium,Testing & Quality Assurance,Test Coverage,src/utils/InputValidation.ts,Critical security functions lack unit tests,Add comprehensive test suite for validation functions,2026-05-07,,System,Cascade,missing-tests,security,validation,6
Functionality,FUNC-001,OPEN,High,Functionality & Features,Feature Implementation,src/views/admin/ErrorLogView.vue,Bulk error actions not implemented (delete,archive,resolve),Add bulk action functionality for error management,2026-05-07,,System,Cascade,missing-feature,bulk-actions,admin,4
Functionality,FUNC-002,OPEN,Medium,Functionality & Features,User Workflow,src/components/analysis/AnalysisResults.vue,No way to save analysis results to database,Implement save/load analysis functionality,2026-05-07,,System,Cascade,missing-workflow,save-load,analysis,6
Functionality,FUNC-003,OPEN,Medium,Functionality & Features,Data Processing,src/store/analysis.ts,Analysis data not persisting across page refreshes,Add localStorage/sessionStorage persistence,2026-05-07,,System,Cascade,data-sync-issues,persistence,storage,3
Functionality,FUNC-004,OPEN,Low,Functionality & Features,Integration Issues,src/services/ai/tools/,AI tool registry not integrated with main analysis flow,Integrate AI tools into analysis pipeline,2026-05-07,,System,Cascade,service-integration,AI,analysis,5
Functionality,FUNC-005,OPEN,Medium,Functionality & Features,User Workflow,src/features/3d/FileSystem3DView.vue,3D view lacks file opening/management capabilities,Add file operations to 3D interface,2026-05-07,,System,Cascade,incomplete-feature,3D,file-operations,4
Functionality,FUNC-006,OPEN,High,Functionality & Features,Data Processing,src/components/analysis/TimestampAnalysis.vue,Hard-coded timestamp data instead of real analysis data,Connect to actual analysis results,2026-05-07,,System,Cascade,data-processing-broken,hard-coded-data,timestamps,3
Functionality,FUNC-007,OPEN,Medium,Functionality & Features,Integration Issues,src/services/CollaborationService.ts,WebSocket collaboration not connected to actual server,Implement WebSocket server endpoint,2026-05-07,,System,Cascade,service-integration,websocket,collaboration,5
Functionality,FUNC-008,OPEN,Medium,Functionality & Features,Feature Implementation,src/components/ai/UserFeedbackCollection.vue,Feedback collection not connected to backend storage,Implement feedback storage and analysis,2026-05-07,,System,Cascade,missing-feature,feedback,storage,4
Functionality,FUNC-009,OPEN,Low,Functionality & Features,User Workflow,src/services/ExportService.ts,Export service lacks multiple format support (PDF,Excel),Add additional export formats,2026-05-07,,System,Cascade,missing-workflow,export,formats,3
Functionality,FUNC-010,OPEN,Medium,Functionality & Features,Integration Issues,src/services/ai/AIChatService.ts,Chat history not persisting across sessions,Add chat history persistence,2026-05-07,,System,Cascade,data-sync-issues,persistence,chat,4
Functionality,FUNC-011,OPEN,Low,Functionality & Features,Feature Implementation,src/components/analysis/FileAttributesVisualization.vue,No interactive file attribute editing,Add inline editing capabilities,2026-05-07,,System,Cascade,missing-feature,interactive,editing,2
Functionality,FUNC-012,OPEN,Medium,Functionality & Features,User Workflow,src/components/ai/BatchCategorization.vue,Batch operations lack progress tracking and undo,Add progress tracking and undo functionality,2026-05-07,,System,Cascade,missing-workflow,batch-operations,progress,3
Functionality,FUNC-013,OPEN,Low,Functionality & Features,Feature Implementation,src/components/ai/LearningAnalyticsDashboard.vue,Analytics data not exportable,Add export functionality for analytics,2026-05-07,,System,Cascade,missing-feature,export,analytics,2
Functionality,FUNC-014,OPEN,Medium,Functionality & Features,Integration Issues,src/services/ai/tools/LocalToolRegistry.ts,Tool registry not accessible via UI,Create UI for tool management,2026-05-07,,System,Cascade,service-integration,tool-registry,UI,3
Functionality,FUNC-015,OPEN,Low,Functionality & Features,Feature Implementation,src/components/analysis/HardLinksAnalysis.vue,No way to resolve or manage hard links,Add hard link management features,2026-05-07,,System,Cascade,missing-feature,hard-links,management,2
